,Tweet,Subjectivity,Polarity,Score
155,We’re delighted to have been recognized for our efforts to drive down emissions in our supply chain with a position… ,0.49444444444444446,0.2722222222222222,Positive
156,We took  through the painstaking and time-consuming process of creating an mRNA vaccine while ensuring pro… ,0.0,0.0,Neutral
157,"650+ miles= the distance Chaz Calitiri, VP of Operations has been away from his family during this pandemic when at… ",0.0,0.0,Neutral
158,Obesity is a serious disease and a growing epidemic. With our legacy and expertise in cardiovascular and metabolic… ,0.6666666666666666,-0.3333333333333333,Negative
159,We’re focused on advancing treatment and care for patients living with or at risk for cardiovascular disease (CVD).… ,0.0,0.0,Neutral
160,"An estimated 31 million adults in the U.S. are living with osteoarthritis, with OA patients reporting limitations… ",0.0,0.0,Neutral
161,We are delighted to reveal that Pfizer has a number of finalists shortlisted for the ’s Key Account… ,0.85,0.35,Positive
162,"We can all raise awareness and take action to reduce inequities in cancercare. This WorldCancerDay, learn more ab… ",0.3,0.3,Positive
163,We’re working diligently to identify new and innovative ways to potentially treat the progressive liver disease kno… ,0.8181818181818182,0.21212121212121213,Positive
164,"What is the difference between an antiviral and a vaccine? And how does it work? 

In the 2nd video of Behind the… ",0.35,-0.2,Negative
165,We’ve launched the ASPIRE ANGPTL3 Cardiovascular Competitive Grants Program in support of independent scientific re… ,0.125,0.0,Neutral
166,"Excited to welcome Dr. Kathrin Jansen of  to the ""virtual podium"" at tomorrow's ""Quest for a COVID-19 Vaccine"" even…",0.825,0.5875,Positive
167,"Partnership is key to addressing GlobalHealth challenges, including the fight against NTDs, like trachoma. Toda… ",1.0,0.0,Neutral
168,"Ahead of WorldNTDDay tomorrow, learn about our longstanding partnership with  and others to help protec… ",0.0,0.0,Neutral
169,"Later today,  joins leaders at the  to discuss our response to the pandemic &amp; commitment to workin… ",0.0,0.0,Neutral
170,Pfizer’s Jim Sage joined  for a Congressional Brief to discuss the challenges that chronicpain patients fa… ,0.3333333333333333,0.0,Neutral
171,Osteoarthritis is a leading cause of chronic pain and disability worldwide. The condition represents a substantial… ,0.0,0.0,Neutral
172,"The  is LIVE with Pfizer’s Chief Scientific Officer, Mikael Dolsten. Tune in now to hear more about our jou… ",0.5,0.3181818181818182,Positive
173,We’re looking forward to continuing the conversation around eczema soon—we’ll be providing you with real stories fr… ,0.30000000000000004,0.2,Positive
174,The Pfizer-BioNTech COVID-19 vaccine has not been approved or licensed by the U.S. FDA but has been authorized for… ,0.0,0.0,Neutral
175,"Join our Chief Scientific Officer, Mikael Dolsten, LIVE on  tomorrow in discussion on COVID19 and Pfizer’s… ",0.5,0.13636363636363635,Positive
176,"Fear around COVID19 has led to reduced cancer screenings &amp; follow-up appointments. For those affected by cancer, t… ",0.0,0.0,Neutral
177,The Pfizer-BioNTech COVID-19 vaccine has not been approved or licensed by the U.S. FDA but has been authorized for emergency us…,0.0,0.0,Neutral
178,"“R&amp;D should be rewarded with risks,” Dolsten said, but added that when companies like Moderna are given huge lump sums,…",0.9,0.4000000000000001,Positive
179,The Pfizer of 2021 is all about science and patients. Hear our Chairman &amp; CEO  talk with  abo… ,0.0,0.0,Neutral
180,"2021’s   biennial ranking has Pfizer among the top five pharmaceutical companies, due to our commitment to… ",0.4375,0.1875,Positive
181,"At  TheYearAhead,  will discuss how Pfizer plans to progress our science, drive innovat… ",0.0,0.0,Neutral
182,NEWS: The final 12 to 15-year-old participant groupwas enrolled this week in the Pfizer/BioNTech COVID19 vaccine c… ,1.0,0.0,Neutral
183,We are proud to announce that Pfizer &amp; BioNTech have signed an agreement with COVAX for up to 40M doses of our… ,1.0,0.8,Positive
184,We’re glad to see &amp; support the great strides in research that  is making towards CancerHealthEquity! Learn m… ,0.875,0.75,Positive
185,"Explore Behind the Sc(i)en(c)e, our new video series giving a glimpse at the trailblazing work being done by our sc… ",0.5772727272727273,-0.13181818181818183,Negative
186,"According to , 's Ad Awareness increased by 66% in 2020. ScienceWillWin ClientWork ",0.0,0.0,Neutral
187,"Eczema can lead to physical and emotional burdens. That’s why conversations around the management of eczema, also… ",0.39642857142857146,0.0,Neutral
188,Grant Opportunity for HCPs and Research Scientists: Not only is ATTRCM a rare and life-threatening cardiac condit… ,0.6333333333333333,0.08333333333333333,Positive
189,"Dr. Martin Luther King Jr. once said, “The ultimate measure of a man is not where he stands in moments of comfort a… ",1.0,0.0,Neutral
190,Press play ▶️  to check out this cool behind-the-scenes look of our new window installation at our New York HQ.… ,0.5196969696969697,0.20757575757575755,Positive
191,"Physical symptoms of eczema, or atopic dermatitis (AD), can be challenging enough, but the impact beyond physical s… ",0.4464285714285714,0.125,Positive
192,We recognize knowledge exchange as important to continuing education continuum. Learn how our independent medical e… ,0.375,0.13333333333333333,Positive
193,"Angela Hwang, our Group President, Biopharmaceuticals, shares updates on our COVID19 vaccine during this year’s 39… ",0.0,0.0,Neutral
194,The Pfizer-BioNTech COVID-19 vaccine has not been approved or licensed by the U.S. FDA but has been authorized for… ,0.0,0.0,Neutral
195,"EstimATTR, our new educational tool for healthcare providers, highlights clinical conditions commonly associated wi… ",0.40151515151515155,0.02878787878787879,Positive
196,Quality improvement grants support projects in inflammation &amp; immunology that address practice gaps and have the… ,0.0,0.0,Neutral
197,We proudly stand with our scientists who work tirelessly in the pursuit of treatments that save and extend lives.… ,1.0,0.8,Positive
198,JPM2021: Tomorrow  joins a fireside chat with  analyst Chris Schott. Listen to the conversat… ,0.0,0.0,Neutral
199,We’re leading the charge in AI with the development of EstimATTR. This tool aims to educate healthcare providers a… ,0.0,0.0,Neutral
200,The blood-brain barrier has long been the Achilles’ heel of targeted cancer therapies. But scientists at Pfizer Bo… ,0.4,-0.05,Negative
201,We are using bigdata and digital technologies such as ArtificialIntelligence to improve awareness of wtATTR-CM cl… ,0.25,0.0,Neutral
202,"In additional to a vaccine, antivirals can play an important role in fighting viruses. Our investigational… ",1.0,0.4,Positive
203,We are bridging the gap between our digitalinnovation and raredisease teams to provide a new educational tool for… ,0.3522727272727273,0.19318181818181818,Positive
204,"In order to realize the breakthroughs of the future, we’ve revolutionized how we work today. We're unlocking the pi… ",0.125,0.0,Neutral
205,Here’s to science bringing some much needed light into 2021.💥🧪 Wishing you all a Happy New Year!🎇🎆 ,0.5886363636363636,0.38409090909090915,Positive
206,"NEWS: In partnership with the , today we announced an agreement to supply an additional 100M doses of… ",0.0,0.0,Neutral
207,"We are leveraging our 20+ year heritage in hemophilia to continue to support research into basic, clinical science… ",0.125,0.0,Neutral
208,Studies to date estimate that the novel coronavirus mutates at a rate approximately four times slower than the seas… ,0.6,-0.4,Negative
209,Happy Holidays from all of us at Pfizer. ,1.0,0.8,Positive
210,Antivirals are drugs used to treat viral infections. What role might our investigational antiviral against… ,0.0,0.0,Neutral
211,Do you know why music elicits a powerful effect on the mind? Find out more.,0.75,0.4,Positive
212,Our Oncology Global President &amp; General Manager  reflects on how leaders can create company cultures w… ,0.25,0.02500000000000001,Positive
213,"NEWS: Today we announced a second agreement with the U.S. government to supply our COVID19 vaccine, developed with… ",0.15,0.05,Positive
214,Is rheumatoid arthritis hereditary or genetic? Find out here: rheumatoidarthritis RA genetics,0.0,0.0,Neutral
215,Adriana leads a team that prepares clinical trial samples for analysis. Hear what drives her passion for science. 🧬🔬 ,0.0,0.0,Neutral
216,"Hemophilia is a rare, genetic disorder that causes blood not to clot properly, increasing the risk of spontaneous… ",0.5,0.15,Positive
217,Notes like these are reminders of why we do the work we do at . ,0.0,0.0,Neutral
218,"Sandy, who manages diversity in clinical trials, shares what motivates her work and why it is deeply personal.… ",0.4,0.0,Neutral
219,NEWS: The  🇪🇺 granted a conditional marketing authorization for our COVID19 vaccine with… ,0.0,0.0,Neutral
220,"A day to remember and to celebrate. Mike McDermott, President of Pfizer Global Supply, shares why December 13, 2020… ",0.0,0.0,Neutral
221,What are the differences between biologics and biosimilars? Learn the important facts about these two therapeutics.,1.0,0.4,Positive
222,"Congratulations to everyone at ! The world needs multiple tools in the battle against COVID19, and I am very…",0.0,0.0,Neutral
223,. and ’ Alex Gorsky spoke recently with Mike Milken at the ’s Future of Health… ,0.1875,0.0,Neutral
224,"James knows what it takes to get our medicines and vaccines transported safely to patients around the globe.  

Ni… ",0.5,0.5,Positive
225,💙💙💙 ,0.0,0.0,Neutral
226,"Every day, I’m asked variations of the same question: How will  &amp;  rapidly, seamlessly distribute o…",0.1125,0.05,Positive
227,PfizerProud to announce that our scientists have dosed the first patients in a Phase 2 trial. This is a novel inve… ,0.3333333333333333,0.25,Positive
228,We’re applying scientific innovation to help fight climate change by reducing our carbon emissions and the environm… ,0.0,0.0,Neutral
229,"Terrific to see this message outside our office in Collegeville, PA. I’m sure it brought joy to our colleagues there. Th…",0.5347222222222222,0.325,Positive
230,A weekend away in nature can be life changing for women with BreastCancer. We’re joining  on Dec 16… ,0.0,0.0,Neutral
231,"PfizerProud 💙
.
.
The Pfizer-BioNTech COVID19 vaccine has not been approved or licensed by the  but has be… ",0.0,0.0,Neutral
232,Pfizer is proud to support independent initiatives to improve patient outcomes through our competitive grants prog… ,0.5625,0.4,Positive
233,"📸: The first shipment from our Kalamazoo plant.   
.
.
The Pfizer-BioNTech COVID19 vaccine has not been… ",0.3333333333333333,0.25,Positive
234,UPDATE: The 's Advisory Committee on Immunization Practices (ACIP) voted today to recommend the use of the… ,0.0,0.0,Neutral
235,Community health workers play an important role in connecting communities with health information and services in Indonesia. @…,1.0,0.4,Positive
236,"The story of how Pfizer delivered a COVID19 vaccine.

The Pfizer-BioNTech COVID-19 vaccine has not been approved o… ",0.0,0.0,Neutral
237,NEWS: The Pfizer- COVID19 vaccine has not been approved or licensed by the  but has been aut… ,0.0,0.0,Neutral
